-2.02231e-07 -4.56116e-14 -1.02222e-06 1.66171e-07 -1.02226e-06 -1.66177e-07 -6.25262e-07 -7.25873e-14 0.629463 0.025 0
-2.16153e-07 -5.21858e-15 -7.51328e-07 4.05889e-07 -7.51328e-07 -4.05889e-07 -6.37565e-07 -6.58527e-15 0.629463 0.075 0
-2.31754e-07 3.25959e-20 -4.48699e-07 5.13359e-07 -4.48698e-07 -5.13359e-07 -6.50386e-07 -2.49972e-15 0.629463 0.125 0
-2.48523e-07 7.66851e-16 -1.66687e-07 5.0066e-07 -1.66687e-07 -5.0066e-07 -6.63253e-07 1.43652e-14 0.629463 0.175 0
-2.66178e-07 -1.55674e-14 5.83202e-08 3.95118e-07 5.83202e-08 -3.95118e-07 -6.75992e-07 -4.55088e-14 0.629463 0.225 0
-2.84481e-07 -6.2818e-15 2.07042e-07 2.3116e-07 2.07042e-07 -2.3116e-07 -6.8847e-07 -3.17054e-15 0.629463 0.275 0
-3.03203e-07 -1.92159e-14 2.74976e-07 4.26938e-08 2.74976e-07 -4.26938e-08 -7.00648e-07 -2.9848e-13 0.629463 0.325 0
-3.22151e-07 1.44849e-13 2.69276e-07 -1.4179e-07 2.69276e-07 1.4179e-07 -7.12475e-07 -2.16078e-13 0.629463 0.375 0
-3.41097e-07 5.76588e-14 2.04207e-07 -3.01728e-07 2.04207e-07 3.01728e-07 -7.23933e-07 -2.17977e-13 0.629463 0.425 0
-3.59818e-07 -4.92767e-14 9.7018e-08 -4.24869e-07 9.70178e-08 4.24869e-07 -7.34974e-07 -1.3502e-13 0.629463 0.475 0
-3.78123e-07 8.16466e-14 -3.51814e-08 -5.06152e-07 -3.51815e-08 5.06152e-07 -7.45601e-07 -1.12721e-13 0.629463 0.525 0
-3.95787e-07 4.27985e-14 -1.77375e-07 -5.46003e-07 -1.77375e-07 5.46003e-07 -7.5579e-07 -9.62371e-14 0.629463 0.575 0
-4.12566e-07 -4.50411e-14 -3.17665e-07 -5.48466e-07 -3.17656e-07 5.4846e-07 -7.65506e-07 -8.30642e-14 0.629463 0.625 0
-4.28295e-07 3.51128e-14 -4.47314e-07 -5.19546e-07 -4.47305e-07 5.19542e-07 -7.74757e-07 -7.27973e-14 0.629463 0.675 0
-4.42794e-07 3.4598e-14 -5.60611e-07 -4.66047e-07 -5.60601e-07 4.66044e-07 -7.835e-07 -6.41983e-14 0.629463 0.725 0
-4.55729e-07 -6.62496e-17 -6.54203e-07 -3.94803e-07 -6.54202e-07 3.94803e-07 -7.91786e-07 -5.69909e-14 0.629463 0.775 0
-4.66984e-07 7.70477e-15 -7.26751e-07 -3.11935e-07 -7.2674e-07 3.11934e-07 -7.99518e-07 -5.18304e-14 0.629463 0.825 0
-4.76321e-07 6.15378e-14 -7.78232e-07 -2.2284e-07 -7.78232e-07 2.2284e-07 -8.06707e-07 -2.05206e-14 0.629463 0.875 0
-4.83553e-07 1.79569e-14 -8.09539e-07 -1.32004e-07 -8.09539e-07 1.32004e-07 -8.13312e-07 1.46122e-14 0.629463 0.925 0
-4.88504e-07 9.99195e-15 -8.22179e-07 -4.29414e-08 -8.22179e-07 4.29413e-08 -8.19303e-07 9.319e-13 0.629463 0.975 0
-2.26614e-07 -2.17066e-16 -1.16181e-06 1.7947e-07 -1.16181e-06 -1.79452e-07 -5.41302e-07 -3.24589e-14 0.997631 0.025 0
-2.43555e-07 1.14199e-19 -8.52937e-07 4.31385e-07 -8.52936e-07 -4.31386e-07 -5.56313e-07 4.43402e-15 0.997631 0.075 0
-2.62259e-07 7.61275e-16 -5.23113e-07 5.38424e-07 -5.23114e-07 -5.38423e-07 -5.71687e-07 -2.40252e-14 0.997631 0.125 0
-2.82043e-07 -4.48032e-14 -2.25624e-07 5.20292e-07 -2.25624e-07 -5.20292e-07 -5.86849e-07 9.33637e-15 0.997631 0.175 0
-3.02555e-07 -1.9885e-16 5.82169e-09 4.09928e-07 5.82155e-09 -4.09927e-07 -6.0153e-07 -2.19539e-13 0.997631 0.225 0
-3.23522e-07 8.49966e-14 1.55335e-07 2.44657e-07 1.55335e-07 -2.44657e-07 -6.15677e-07 -1.36235e-13 0.997631 0.275 0
-3.4471e-07 4.91262e-14 2.22067e-07 5.9307e-08 2.22067e-07 -5.9307e-08 -6.29225e-07 -9.65329e-14 0.997631 0.325 0
-3.65867e-07 2.83657e-14 2.16026e-07 -1.18262e-07 2.16026e-07 1.18262e-07 -6.42178e-07 -1.30665e-13 0.997631 0.375 0
-3.86792e-07 -1.47653e-13 1.53262e-07 -2.68983e-07 1.53262e-07 2.68983e-07 -6.54462e-07 -5.58087e-14 0.997631 0.425 0
